"","sector","CORAL","OI","MA_noHALI","BCA","CCA","SAND","FCA","RUB","TURF","HALI"
"1","NE",35.5692307692308,2.35641025641026,0.994871794871796,7.16410256410257,10.1653846153846,4.02628205128205,15.9410256410256,2.24935897435897,14.8641025641026,6.63717948717949
"2","NW",34.6769230769231,0.363247863247864,0.943589743589744,2.43589743589743,26.8461538461538,0.106837606837607,18.5017094017094,0.0427350427350428,14.1367521367521,1.73247863247863
"3","SE",22.3555555555556,3.61709401709402,3.03504273504274,1.75470085470086,33.5111111111111,0.14957264957265,30.7606837606838,0.556410256410256,3.81111111111111,0.448717948717949
"4","SW",31.0705128205128,3.975,9.17179487179487,0.578205128205128,24.8570512820513,0.289102564102564,22.5339743589744,0.0480769230769231,6.19294871794872,1.23525641025641
