"","sitename","CORAL","OI","MA","MA_noHALI","BCA","CCA","SAND","FCA","RUB","TURF","ACROP","ACROPARB","ACROST","ACROTBL","ASTRP","CAUL","COSC","CTEN","CYPH","DIPLO","ECHPO","ECHPHY","FAV","FAVT","FUNG","GAL","GON","GONIO","HYD","ISOP","LEPT","LEPTOR","LEPTOS","LOBOPH","MERU","MILL","MONT","MONTI","OXYP","PACHY","PAV","PLAT","POC","POR","PORCYL","PORMAS","PORRUS","PSAM","STYLO","SYMP","TURBIN","ANEM","Rock","SC","S","Z","ASP","BG","CHLDES","DYCTY","DICT","GLXU","HALI","NEOM","NOIDMAC","BCA1","CCA1","Sand","FCA1","Rubble","Tur"
"15","Fagatele",2.69718727527328,0.64867234054736,1.0399640918294,0.947330933431342,0.236398575828023,2.82807843126958,0,1.89118860662418,0.128205128205128,1.17081539044419,2.44061621216221,0,1.76532456185215,2.49983562904746,0,0,0.384615384615385,0,0,0,1.00622650617172,0,0,0.128205128205128,0,0.236398575828023,0.128205128205128,0,0.880798155759881,0.48650425541052,0.128205128205128,0,0,0.128205128205128,0.32433617027368,0.128205128205128,0.128205128205128,1.77275754025063,0,0,0.397229061149479,0,0.128205128205128,0.128205128205128,0.882662280926077,0,1.85698390343589,0,0,0,0,0,0,0.727500562005698,0.128205128205128,0,0,0.344010458076891,0.828883583345878,0,0,0.512820512820513,0.858112847727257,0,0,0.236398575828023,2.82807843126958,0,1.89118860662418,0.128205128205128,1.17081539044419
"16","Laulii",2.78883846553556,3.75560068286711,0.524006213231855,0.427859525817767,1.14772163753454,2.84245543952878,0.256410256410256,5.42822147933053,0.16545913646053,0.64867234054736,0.262742327332297,0,0,0.256410256410256,0.16216808513684,0,0.133333333333333,0,0,0,0.380317871133111,0,0.133333333333333,0,0,0.23700964119572,0.133333333333333,0.256410256410256,0,0.128205128205128,0,0.16216808513684,0,2.92854189989397,0.133333333333333,0.128205128205128,0.128205128205128,1.77368447236116,0,0,0.260682359531053,0.256410256410256,0.23700964119572,0,0,0,2.23121127362124,0,0,0,0,0,0,3.75069574961502,0,0.16216808513684,0,0.128205128205128,0.431988506433901,0,0,0,0.256410256410256,0,0,1.14772163753454,2.84245543952878,0.256410256410256,5.42822147933053,0.16545913646053,0.64867234054736
"17","Leone2",1.87810667458769,0.367123617007086,1.92990241719833,2.00262812202735,0.128205128205128,1.70179933395335,0,0.743147525445612,0,2.36468094599068,0.641025641025641,1.42417375148706,0.628074293021328,0.595843591724218,0,0,0.256410256410256,0,0,0,0,0,0.128205128205128,0.128205128205128,0,0,0.128205128205128,0.128205128205128,0,1.94348149350125,0.128205128205128,0,0,0,0.384615384615385,0.128205128205128,0.128205128205128,1.27819934160149,0,0,0.429056423863628,0,0.16216808513684,0,0,0.641025641025641,1.10137085102126,0.128205128205128,0,0,0,0,0,0.256410256410256,0.472797151656045,0.128205128205128,0,0,1.68139449341077,0,0,0.888231183368655,0.384615384615385,0,0,0.128205128205128,1.70179933395335,0,0.743147525445612,0,2.36468094599068
"18","Maloata",3.18867572198249,0,0.128205128205128,0,0.993072652873697,1.53418208222068,0,2.81876402661491,0,0.432870333747029,0.680816310120603,0.262742327332297,0,0.516015687115336,0.128205128205128,0,0.262742327332297,0.256410256410256,0,0,0,0.384615384615385,0.367123617007086,0.384615384615385,0,0,0,0.128205128205128,0.128205128205128,0,0.380317871133111,0,0,0,0,0.128205128205128,0.32433617027368,4.06755899286301,0,0,0.706874294978986,0,0.888231183368655,0,0.128205128205128,0,3.25550158935464,0,0,0,0.380317871133111,0,0,0,0,0,0,0,0,0,0,0,0.128205128205128,0,0,0.993072652873697,1.53418208222068,0,2.81876402661491,0,0.432870333747029
"19","Masausi",2.29411963035268,0.256410256410256,0.671089862989867,0,0.429056423863628,1.20267070764703,0,2.45404843364213,0,1.76997383132537,0.8108404256842,0.128205128205128,0.128205128205128,0.32433617027368,0.769230769230769,0,0.236398575828023,0,0.128205128205128,0,0.128205128205128,0.256410256410256,0.256410256410256,0,0,0.16216808513684,0.384615384615385,0.262742327332297,0,0,0.584705346204686,0,0,0,0,0.128205128205128,0.540898028454589,2.35353330136998,0.128205128205128,0,1.84633190024561,0,0.380317871133111,0.128205128205128,0,0.128205128205128,0.988094813743472,0.262742327332297,0,0.128205128205128,0,0,0,0.256410256410256,0,0,0,0,0,0,0,0,0.671089862989867,0,0,0.429056423863628,1.20267070764703,0,2.45404843364213,0,1.76997383132537
"20","Masefau",1.28365028489534,0.128205128205128,2.03689828786527,0.256410256410256,1.77942067414333,0.981418420974597,3.57600300638068,1.60456285611918,2.94662579067921,4.19881953292654,0.381836112184334,0,0,0.706148446062439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.434810106897056,0,0,0,0,0.16216808513684,0,0,0.16545913646053,0.128205128205128,0,0,0,0,0,0,0,0.128205128205128,0,0,0.256410256410256,0,0,0,0,2.09255905981251,0,0,1.77942067414333,0.981418420974597,3.57600300638068,1.60456285611918,2.94662579067921,4.19881953292654
"21","Matuu",1.98614530574739,1.02724233969283,0.678397772067844,0.736482390581799,0.967927491701378,3.40359866790669,0.380317871133111,3.11303594067204,1.9502355763904,1.87109224606749,0.280883362823162,0.128205128205128,0,1.13082446518974,0.32433617027368,0,0,0,0,0,0.16216808513684,0,0.256410256410256,0.128205128205128,0.128205128205128,0.641025641025641,0,0.384615384615385,0.128205128205128,0,0.128205128205128,0.384615384615385,0,1.99357943768463,0.397229061149479,0.128205128205128,0.256410256410256,0.888231183368655,0,0,0.512820512820513,0.256410256410256,0.308758835353649,0,0,0,1.04626696221042,0,0,0,0.754125188197576,0,0,1.04469480961351,0.128205128205128,0,0,0,0.981418420974597,0,0,0.617517670707297,0.367123617007086,0,0,0.967927491701378,3.40359866790669,0.380317871133111,3.11303594067204,1.9502355763904,1.87109224606749
"22","Nua",2.17268924762204,0.236398575828023,2.63491950331592,2.87648426654835,0.384615384615385,3.68776429868863,0.256410256410256,1.69696329310506,0.256410256410256,2.76400266219731,0.262742327332297,0.128205128205128,0,0,0.512820512820513,0,0,0,0,0,0.503113253085861,0,0.128205128205128,0.256410256410256,0,0.128205128205128,0,0.16216808513684,0,1.3086974518128,0.512820512820513,0,0,0,0,0,0,2.40534141529407,0,0,0.262742327332297,0,0.128205128205128,0,0.512820512820513,0.384615384615385,1.77368447236116,0.769230769230769,0,0,0,0,0,0,0.198614530574739,0.128205128205128,0,0,1.26267407715335,0,0,2.07992818365879,0.947330933431342,0,0,0.384615384615385,3.68776429868863,0.256410256410256,1.69696329310506,0.256410256410256,2.76400266219731
"23","Nuuuli",1.72482359577868,3.49508906900282,1.67845926656955,1.67845926656955,0,2.80180274454312,0,1.91193352639049,0,0.256410256410256,0.16216808513684,0,0,0,0,0,0.128205128205128,0,0,0.384615384615385,0.256410256410256,0,0.256410256410256,0.384615384615385,0,0.128205128205128,0,0,0,0,0,0.128205128205128,0,0,0,0,0.128205128205128,0.128205128205128,0,0,0.128205128205128,0,0.172005229038445,0,0,0,1.44252135169592,0.128205128205128,0,0,0,0,0,3.50119731563333,0,0.128205128205128,0,0.128205128205128,1.79487179487179,0,0,0,0,0,0,0,2.80180274454312,0,1.91193352639049,0,0.256410256410256
"24","Oa",1.92581002365389,0.992291128199392,0.1986807243878,0.12932841244019,0.641025641025641,1.2441685145392,0.384615384615385,1.34065053340849,0.256410256410256,0.861233157137671,0.49070251133972,0,0,0.628095228482177,0.133333333333333,0,0.256410256410256,0,0,0,0.128205128205128,0,0.331910176928911,0.257484927397604,0,0,0.16545913646053,1.02564102564103,0,0,0.871327174696676,0,0.128205128205128,0,0,0.384615384615385,0.128205128205128,2.59357928689731,0,0.628095228482177,1.73846153846154,0.417405656310249,0.314831702116325,0,0,0.128205128205128,0.882662280926077,0.417405656310249,0,0,0,0,0,1.02082201217407,0.133333333333333,0,0,0.12932841244019,0,0,0,0,0.128205128205128,0,0,0.641025641025641,1.2441685145392,0.384615384615385,1.34065053340849,0.256410256410256,0.861233157137671
"25","Poloa",3.05601873245186,0,0.128205128205128,0.128205128205128,0,2.29411963035267,0,1.27175351462946,0,0.680816310120603,0.671089862989867,2.08702828155124,0,0.961111016102119,0,0,0.417405656310249,0,0,0,0,0,0.417405656310249,0.128205128205128,0,0,0.384615384615385,0,0,0.256410256410256,0.754125188197576,0,0,0,0,0,0.236398575828023,2.16662873582334,0,0,1.07722828397949,0,0.429056423863628,0,0,0.128205128205128,0,0.16216808513684,0,0,0,0,0,0,0,0,0,0,0,0.128205128205128,0,0,0,0,0,0,2.29411963035267,0,1.27175351462946,0,0.680816310120603
"26","Sita",2.39520120723556,0.256410256410256,1.08593300580498,0.458565926279142,1.42417375148706,2.31238838421398,0,0.990540399331973,0,1.68783402470075,0.584705346204686,0.128205128205128,0,0.409261614414949,0.266666666666667,0,0.380317871133111,0,0.384615384615385,0.384615384615385,0,0,0.785536580056066,0.549005436311223,0,0.128205128205128,0.16216808513684,0.256410256410256,0,0,1.25615905390392,0.384615384615385,0,0,0,0,0.16545913646053,2.87150181654927,0,0,1.60780476439796,0.128205128205128,0.23700964119572,0,0,0.128205128205128,0.584705346204686,0.16216808513684,0,0,0,0,0,0,0.256410256410256,0,0.314831702116325,0.244277033103888,0.256410256410256,0,0,0,1.21841016899399,0,0,1.42417375148706,2.31238838421398,0,0.990540399331973,0,1.68783402470075
"27","Tafeu",4.24124576987391,4.874830363373,0.429056423863628,0.429056423863628,0.503113253085861,1.92307692307692,0.16216808513684,2.01979031726236,0,1.13517659595788,0.641025641025641,0,0,0,0.16216808513684,0,1.13082446518974,0,0,0,0,0,0.503113253085861,0,0,0,0.262742327332297,0,0,0,0.5499387330648,0,0,0.628074293021328,0.128205128205128,0,0,3.39392658621011,0,0,0.762793578494539,0,0.256410256410256,0.128205128205128,0,0.880798155759881,5.79878470116967,0,0,0,0,4.97594476441287,0,0,0.262742327332297,0,0,0.16216808513684,0,0.128205128205128,0.512820512820513,0,0,0.128205128205128,0,0.503113253085861,1.92307692307692,0.16216808513684,2.01979031726236,0,1.13517659595788
"28","Vatia",2.19077019110706,0,2.05848095758218,1.93585498340276,1.72863115801879,1.59819918382025,3.69266380049122,1.42417375148706,3.12620785335945,3.83973823894152,0,0,0,0.128205128205128,0,0,0,0,0,0,0,0,0,0,0.128205128205128,0,0,0,0,0,0,0,0,0,0,0,0,0.462250163521024,0,0,0.16216808513684,0,0.128205128205128,0,0.576210386006262,2.28190722679867,1.35315638994449,0,0,0,0,0,0,0,0,0,0.262742327332297,2.0995913944548,0,0,0.256410256410256,0.16216808513684,1.83561808503543,0,0,1.72863115801879,1.59819918382025,3.69266380049122,1.42417375148706,3.12620785335945,3.83973823894152
