,sitename,X.x,distances,rank,quartile,dispersion,X.y,site_transect,transect_no,CORAL,OI,MA,MA_noHALI,BCA,CCA,SAND,FCA,RUB,TURF,HALI,BSR
157,Tafeu,27,14.23643736,18,3,Med,159,Tafeu_3,3,26.92307692,18.46153846,0.769230769,0.769230769,0,17.69230769,0,12.30769231,0,23.84615385,0,1.208333333
158,Tafeu,27,14.23643736,18,3,Med,157,Tafeu_1,1,57.69230769,0,0.769230769,0.769230769,0,11.53846154,0,6.923076923,0,23.07692308,0,2.25
159,Tafeu,27,14.23643736,18,3,Med,161,Tafeu_5,5,39.23076923,16.15384615,0.769230769,0.769230769,0.769230769,3.846153846,0.769230769,16.15384615,0,22.30769231,0,1.117647059
160,Tafeu,27,14.23643736,18,3,Med,158,Tafeu_2,2,38.46153846,4.615384615,0,0,3.076923077,11.53846154,0,16.92307692,0,25.38461538,0,1.254545455
161,Tafeu,27,14.23643736,18,3,Med,162,Tafeu_6,6,33.84615385,33.84615385,3.076923077,3.076923077,0,6.923076923,0,4.615384615,0,17.69230769,0,1.606060606
162,Tafeu,27,14.23643736,18,3,Med,160,Tafeu_4,4,34.61538462,18.46153846,0.769230769,0.769230769,1.538461538,10.76923077,0.769230769,13.07692308,0,20,0,1.386363636
163,Vatia,28,17.2422166,27,4,High,163,Vatia_1,1,11.53846154,0,13.84615385,2.307692308,13.84615385,2.307692308,1.538461538,10,1.538461538,45.38461538,11.53846154,0.68
164,Vatia,28,17.2422166,27,4,High,164,Vatia_2,2,10,0,7.692307692,3.076923077,9.230769231,6.923076923,12.30769231,13.07692308,6.153846154,34.61538462,4.615384615,0.606060606
165,Vatia,28,17.2422166,27,4,High,165,Vatia_3,3,10,0,8.461538462,0.769230769,18.46153846,5.384615385,7.692307692,7.692307692,20,22.30769231,7.692307692,1.35
166,Vatia,28,17.2422166,27,4,High,166,Vatia_4,4,23.07692308,0,8.461538462,3.846153846,6.923076923,13.84615385,7.692307692,10,0.769230769,29.23076923,4.615384615,1.125
167,Vatia,28,17.2422166,27,4,High,167,Vatia_5,5,10,0,20,13.07692308,9.230769231,4.615384615,26.15384615,3.076923077,0,26.92307692,6.923076923,0.714285714
168,Vatia,28,17.2422166,27,4,High,168,Vatia_6,6,16.92307692,0,16.15384615,0,13.84615385,6.153846154,20,6.153846154,1.538461538,19.23076923,16.15384615,2.090909091
