"","unique_id","site_spc","sitename","site_code","site_no","sector","geography","reeftype","watershed","year","transect_no","photo_no","original_photo_no","spc_no","CORAL","OI","MA","MA_noHALI","BCA","CCA","SAND","FCA","RUB","TURF","ACROP","ACROPARB","ACROST","ACROTBL","ASTRP","CAUL","COSC","CTEN","CYPH","DIPLO","ECHPO","ECHPHY","FAV","FAVT","FUNG","GAL","GON","GONIO","HYD","ISOP","LEPT","LEPTOR","LEPTOS","LOBOPH","MERU","MILL","MONT","MONTI","OXYP","PACHY","PAV","PLAT","POC","POR","PORCYL","PORMAS","PORRUS","PSAM","STYLO","SYMP","TURBIN","ANEM","Rock","SC","S","Z","ASP","BG","CHLDES","DYCTY","DICT","GLXU","HALI","NEOM","NOIDMAC","BCA1","CCA1","Sand","FCA1","Rubble","Tur","site_transect"
"1","Aasu_1_1","Aasu_1","Aasu","AASU","TUT-1","NW","North","North","Intermediate",2016,1,1,1,1,20,0,0,0,20,20,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,40,"Aasu_1"
"2","Aasu_1_2","Aasu_1","Aasu","AASU","TUT-1","NW","North","North","Intermediate",2016,1,2,2,1,0,0,0,0,0,0,0,60,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,40,"Aasu_1"
"3","Aasu_1_3","Aasu_1","Aasu","AASU","TUT-1","NW","North","North","Intermediate",2016,1,3,3,1,0,0,20,20,0,40,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,40,0,0,0,40,"Aasu_1"
"4","Aasu_1_4","Aasu_1","Aasu","AASU","TUT-1","NW","North","North","Intermediate",2016,1,4,4,1,20,0,20,20,0,20,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,40,"Aasu_1"
"5","Aasu_1_5","Aasu_1","Aasu","AASU","TUT-1","NW","North","North","Intermediate",2016,1,5,5,1,40,0,0,0,0,0,0,20,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,40,"Aasu_1"
"6","Aasu_1_6","Aasu_1","Aasu","AASU","TUT-1","NW","North","North","Intermediate",2016,1,6,6,1,60,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,"Aasu_1"
"7","Aasu_1_7","Aasu_1","Aasu","AASU","TUT-1","NW","North","North","Intermediate",2016,1,7,7,1,0,0,0,0,40,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,60,"Aasu_1"
"8","Aasu_1_8","Aasu_1","Aasu","AASU","TUT-1","NW","North","North","Intermediate",2016,1,8,8,1,80,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,"Aasu_1"
"9","Aasu_99_9","Aasu_99","Aasu","AASU","TUT-1","NW","North","North","Intermediate",2016,1,9,9,99,40,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,80,"Aasu_1"
"10","Aasu_99_10","Aasu_99","Aasu","AASU","TUT-1","NW","North","North","Intermediate",2016,1,10,10,99,0,0,0,0,0,40,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,20,0,0,"Aasu_1"
"11","Aasu_99_11","Aasu_99","Aasu","AASU","TUT-1","NW","North","North","Intermediate",2016,1,11,11,99,0,0,0,0,0,80,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,40,"Aasu_1"
"12","Aasu_99_12","Aasu_99","Aasu","AASU","TUT-1","NW","North","North","Intermediate",2016,1,12,12,99,0,0,0,0,0,20,0,20,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,60,"Aasu_1"
"13","Aasu_99_13","Aasu_99","Aasu","AASU","TUT-1","NW","North","North","Intermediate",2016,1,13,13,99,60,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,"Aasu_1"
"14","Aasu_2_14","Aasu_2","Aasu","AASU","TUT-1","NW","North","North","Intermediate",2016,1,14,14,2,0,0,0,0,0,0,0,20,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,20,"Aasu_1"
"15","Aasu_2_15","Aasu_2","Aasu","AASU","TUT-1","NW","North","North","Intermediate",2016,1,15,15,2,20,0,0,0,0,60,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,"Aasu_1"
"16","Aasu_2_16","Aasu_2","Aasu","AASU","TUT-1","NW","North","North","Intermediate",2016,1,16,16,2,40,0,20,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,40,0,20,"Aasu_1"
"17","Aasu_2_17","Aasu_2","Aasu","AASU","TUT-1","NW","North","North","Intermediate",2016,1,17,17,2,0,0,0,0,0,0,0,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,40,"Aasu_1"
"18","Aasu_2_18","Aasu_2","Aasu","AASU","TUT-1","NW","North","North","Intermediate",2016,1,18,18,2,20,0,0,20,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,20,20,0,0,40,"Aasu_1"
"19","Aasu_2_19","Aasu_2","Aasu","AASU","TUT-1","NW","North","North","Intermediate",2016,1,19,19,2,0,0,0,0,0,80,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20,0,0,0,40,"Aasu_1"
"20","Aasu_2_20","Aasu_2","Aasu","AASU","TUT-1","NW","North","North","Intermediate",2016,1,20,20,2,80,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,40,0,0,0,20,"Aasu_1"
"21","Aasu_2_21","Aasu_2","Aasu","AASU","TUT-1","NW","North","North","Intermediate",2016,1,21,21,2,20,0,20,0,0,0,0,40,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,40,"Aasu_1"
"22","Aasu_2_22","Aasu_2","Aasu","AASU","TUT-1","NW","North","North","Intermediate",2016,1,22,22,2,40,0,0,0,0,0,0,20,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,"Aasu_1"
"23","Aasu_2_23","Aasu_2","Aasu","AASU","TUT-1","NW","North","North","Intermediate",2016,1,23,23,2,0,0,20,0,0,20,20,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,"Aasu_1"
"24","Aasu_2_24","Aasu_2","Aasu","AASU","TUT-1","NW","North","North","Intermediate",2016,1,24,24,2,20,0,20,0,0,20,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Aasu_1"
"25","Aasu_2_25","Aasu_2","Aasu","AASU","TUT-1","NW","North","North","Intermediate",2016,1,25,25,2,20,0,20,0,0,40,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,20,"Aasu_1"
"26","Aasu_2_26","Aasu_2","Aasu","AASU","TUT-1","NW","North","North","Intermediate",2016,1,26,26,2,20,20,20,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,60,"Aasu_1"
"27","Aasu_99_27","Aasu_99","Aasu","AASU","TUT-1","NW","North","North","Intermediate",2016,2,27,1,99,40,0,0,0,0,20,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,20,0,0,"Aasu_2"
"28","Aasu_99_28","Aasu_99","Aasu","AASU","TUT-1","NW","North","North","Intermediate",2016,2,28,2,99,0,0,0,0,0,20,0,20,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,"Aasu_2"
"29","Aasu_99_29","Aasu_99","Aasu","AASU","TUT-1","NW","North","North","Intermediate",2016,2,29,3,99,0,0,0,0,0,60,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Aasu_2"
"30","Aasu_3_30","Aasu_3","Aasu","AASU","TUT-1","NW","North","North","Intermediate",2016,2,30,4,3,40,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Aasu_2"
"31","Aasu_3_31","Aasu_3","Aasu","AASU","TUT-1","NW","North","North","Intermediate",2016,2,31,5,3,60,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,"Aasu_2"
"32","Aasu_3_32","Aasu_3","Aasu","AASU","TUT-1","NW","North","North","Intermediate",2016,2,32,6,3,100,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,20,"Aasu_2"
"33","Aasu_3_33","Aasu_3","Aasu","AASU","TUT-1","NW","North","North","Intermediate",2016,2,33,7,3,40,0,0,0,0,0,0,40,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,"Aasu_2"
"34","Aasu_3_34","Aasu_3","Aasu","AASU","TUT-1","NW","North","North","Intermediate",2016,2,34,8,3,20,0,0,0,0,20,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,"Aasu_2"
"35","Aasu_3_35","Aasu_3","Aasu","AASU","TUT-1","NW","North","North","Intermediate",2016,2,35,9,3,40,0,0,0,0,40,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,"Aasu_2"
"36","Aasu_3_36","Aasu_3","Aasu","AASU","TUT-1","NW","North","North","Intermediate",2016,2,36,10,3,40,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,"Aasu_2"
"37","Aasu_3_37","Aasu_3","Aasu","AASU","TUT-1","NW","North","North","Intermediate",2016,2,37,11,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,40,"Aasu_2"
"38","Aasu_3_38","Aasu_3","Aasu","AASU","TUT-1","NW","North","North","Intermediate",2016,2,38,12,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,40,"Aasu_2"
"39","Aasu_3_39","Aasu_3","Aasu","AASU","TUT-1","NW","North","North","Intermediate",2016,2,39,13,3,60,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,60,"Aasu_2"
"40","Aasu_3_40","Aasu_3","Aasu","AASU","TUT-1","NW","North","North","Intermediate",2016,2,40,14,3,60,0,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,"Aasu_2"
"41","Aasu_3_41","Aasu_3","Aasu","AASU","TUT-1","NW","North","North","Intermediate",2016,2,41,15,3,60,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,60,"Aasu_2"
"42","Aasu_3_42","Aasu_3","Aasu","AASU","TUT-1","NW","North","North","Intermediate",2016,2,42,16,3,40,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,40,"Aasu_2"
"43","Aasu_3_43","Aasu_3","Aasu","AASU","TUT-1","NW","North","North","Intermediate",2016,2,43,17,3,60,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,"Aasu_2"
"44","Aasu_3_44","Aasu_3","Aasu","AASU","TUT-1","NW","North","North","Intermediate",2016,2,44,18,3,20,20,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,40,"Aasu_2"
"45","Aasu_99_45","Aasu_99","Aasu","AASU","TUT-1","NW","North","North","Intermediate",2016,2,45,19,99,40,0,20,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,"Aasu_2"
"46","Aasu_99_46","Aasu_99","Aasu","AASU","TUT-1","NW","North","North","Intermediate",2016,2,46,20,99,20,0,0,20,20,20,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,20,0,20,"Aasu_2"
"47","Aasu_99_47","Aasu_99","Aasu","AASU","TUT-1","NW","North","North","Intermediate",2016,2,47,21,99,40,0,0,0,0,20,0,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,"Aasu_2"
"48","Aasu_99_48","Aasu_99","Aasu","AASU","TUT-1","NW","North","North","Intermediate",2016,2,48,22,99,60,20,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,60,"Aasu_2"
"49","Aasu_99_49","Aasu_99","Aasu","AASU","TUT-1","NW","North","North","Intermediate",2016,2,49,23,99,80,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,"Aasu_2"
"50","Aasu_4_50","Aasu_4","Aasu","AASU","TUT-1","NW","North","North","Intermediate",2016,2,50,24,4,40,0,0,0,0,20,0,0,0,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,"Aasu_2"
"51","Aasu_4_51","Aasu_4","Aasu","AASU","TUT-1","NW","North","North","Intermediate",2016,2,51,25,4,20,20,0,0,0,20,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,40,0,40,"Aasu_2"
"52","Aasu_4_52","Aasu_4","Aasu","AASU","TUT-1","NW","North","North","Intermediate",2016,2,52,26,4,20,0,0,0,20,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,40,0,0,"Aasu_2"
"53","Aasu_4_53","Aasu_4","Aasu","AASU","TUT-1","NW","North","North","Intermediate",2016,3,53,1,4,80,0,0,0,0,0,0,20,0,0,40,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,20,0,20,"Aasu_3"
"54","Aasu_4_54","Aasu_4","Aasu","AASU","TUT-1","NW","North","North","Intermediate",2016,3,54,2,4,0,0,0,0,0,20,0,20,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,20,0,0,"Aasu_3"
"55","Aasu_4_55","Aasu_4","Aasu","AASU","TUT-1","NW","North","North","Intermediate",2016,3,55,3,4,20,0,0,0,0,0,0,40,0,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,"Aasu_3"
"56","Aasu_4_56","Aasu_4","Aasu","AASU","TUT-1","NW","North","North","Intermediate",2016,3,56,4,4,60,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,40,0,20,"Aasu_3"
"57","Aasu_4_57","Aasu_4","Aasu","AASU","TUT-1","NW","North","North","Intermediate",2016,3,57,5,4,40,0,0,0,0,0,0,20,0,40,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,"Aasu_3"
"58","Aasu_4_58","Aasu_4","Aasu","AASU","TUT-1","NW","North","North","Intermediate",2016,3,58,6,4,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,40,"Aasu_3"
"59","Aasu_4_59","Aasu_4","Aasu","AASU","TUT-1","NW","North","North","Intermediate",2016,3,59,7,4,20,0,20,0,0,20,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,"Aasu_3"
"60","Aasu_4_60","Aasu_4","Aasu","AASU","TUT-1","NW","North","North","Intermediate",2016,3,60,8,4,80,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,40,0,0,"Aasu_3"
"61","Aasu_99_61","Aasu_99","Aasu","AASU","TUT-1","NW","North","North","Intermediate",2016,3,61,9,99,60,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,60,"Aasu_3"
"62","Aasu_99_62","Aasu_99","Aasu","AASU","TUT-1","NW","North","North","Intermediate",2016,3,62,10,99,0,0,20,0,0,20,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,20,"Aasu_3"
"63","Aasu_99_63","Aasu_99","Aasu","AASU","TUT-1","NW","North","North","Intermediate",2016,3,63,11,99,40,0,20,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,60,"Aasu_3"
"64","Aasu_99_64","Aasu_99","Aasu","AASU","TUT-1","NW","North","North","Intermediate",2016,3,64,12,99,40,0,0,0,0,40,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,20,"Aasu_3"
"65","Aasu_99_65","Aasu_99","Aasu","AASU","TUT-1","NW","North","North","Intermediate",2016,3,65,13,99,20,0,0,0,0,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,"Aasu_3"
