"","sitename","distances","dispersion","site_transect","transect_no","CORAL","OI","MA_noHALI","BCA","CCA","SAND","FCA","RUB","TURF","HALI","BSR"
"31","Amaluia",12.278025893036,"Med","Amaluia_2",2,37.6923076923077,0.769230769230769,18.4615384615385,0,23.0769230769231,2.30769230769231,10.7692307692308,0,5.38461538461539,1.53846153846154,1.8
"32","Amaluia",12.278025893036,"Med","Amaluia_6",6,61.5384615384615,2.30769230769231,2.30769230769231,0,13.0769230769231,0,16.1538461538462,0,4.61538461538461,0,3.23333333333333
"33","Amaluia",12.278025893036,"Med","Amaluia_3",3,46.1538461538462,2.30769230769231,19.2307692307692,0,21.5384615384615,0,6.92307692307692,0,2.30769230769231,1.53846153846154,2.43243243243244
"34","Amaluia",12.278025893036,"Med","Amaluia_1",1,53.0769230769231,8.46153846153846,0,0,23.0769230769231,0,13.0769230769231,0,2.30769230769231,0,4.94999999999999
"35","Amaluia",12.278025893036,"Med","Amaluia_4",4,48.4615384615385,1.53846153846154,6.15384615384615,0,22.3076923076923,0,16.9230769230769,0,4.61538461538461,0,2.55555555555556
"36","Amaluia",12.278025893036,"Med","Amaluia_5",5,40,3.07692307692308,5.38461538461539,0,19.2307692307692,0,23.0769230769231,0,8.46153846153846,0.769230769230769,1.625
"37","Amanave",11.2017565743372,"Med","Amanave_2",2,53.8461538461538,13.0769230769231,0.769230769230769,0,21.5384615384615,0,10,0,0.769230769230769,0,6.53333333333333
"38","Amanave",11.2017565743372,"Med","Amanave_1",1,42.3076923076923,7.69230769230769,0,1.53846153846154,23.8461538461538,0,23.0769230769231,0,1.53846153846154,0,2.75
"39","Amanave",11.2017565743372,"Med","Amanave_3",3,55.3846153846154,3.84615384615385,0,0,29.2307692307692,0,7.69230769230769,0,3.84615384615385,0,7.33333333333333
"40","Amanave",11.2017565743372,"Med","Amanave_5",5,68.4615384615385,4.61538461538461,0,0,23.8461538461538,0,2.30769230769231,0,0.769230769230769,0,30
"41","Amanave",11.2017565743372,"Med","Amanave_4",4,66.1538461538462,4.61538461538461,0,0,21.5384615384615,0,6.92307692307692,0,0.769230769230769,0,11.4
"42","Amanave",11.2017565743372,"Med","Amanave_6",6,53.8461538461538,5.38461538461539,0,0,33.8461538461538,0,6.15384615384615,0,0.769230769230769,0,12.6666666666667
"43","Amaua",15.0352358733656,"High","Amaua_2",2,4.61538461538461,0.769230769230769,27.6923076923077,0,23.8461538461538,0,41.5384615384615,0,1.53846153846154,0,0.402173913043478
"44","Amaua",15.0352358733656,"High","Amaua_4",4,6.15384615384615,6.92307692307692,10.7692307692308,0,27.6923076923077,0,48.4615384615385,0,0,0,0.571428571428571
"45","Amaua",15.0352358733656,"High","Amaua_5",5,1.53846153846154,13.0769230769231,12.3076923076923,0,29.2307692307692,0,43.8461538461538,0,0,0,0.547945205479452
"46","Amaua",15.0352358733656,"High","Amaua_1",1,35.3846153846154,0.769230769230769,3.84615384615385,0,23.0769230769231,0,31.5384615384615,0,5.38461538461539,0,1.43396226415095
"47","Amaua",15.0352358733656,"High","Amaua_3",3,9.23076923076923,0,13.8461538461538,0,36.9230769230769,0,36.9230769230769,0,3.07692307692308,0,0.857142857142858
"48","Amaua",15.0352358733656,"High","Amaua_6",6,5.38461538461539,10,5.38461538461539,0,37.6923076923077,0,36.9230769230769,0,3.84615384615385,0.769230769230769,0.950000000000001
"49","Amouli",11.7971956939377,"Med","Amouli_3",3,13.0769230769231,2.30769230769231,1.53846153846154,0,49.2307692307692,0,31.5384615384615,0,2.30769230769231,0,1.76086956521739
"50","Amouli",11.7971956939377,"Med","Amouli_4",4,44.6153846153846,1.53846153846154,0,0,37.6923076923077,0.769230769230769,9.23076923076923,0,6.15384615384615,0,5.35
"51","Amouli",11.7971956939377,"Med","Amouli_1",1,30.7692307692308,3.07692307692308,0,0.769230769230769,42.3076923076923,0,20.7692307692308,0,2.30769230769231,0,3.2
"52","Amouli",11.7971956939377,"Med","Amouli_2",2,21.5384615384615,3.07692307692308,0.769230769230769,0,40,0,31.5384615384615,0,3.07692307692308,0,1.73913043478261
"53","Amouli",11.7971956939377,"Med","Amouli_6",6,35.3846153846154,3.07692307692308,0,0.769230769230769,39.2307692307692,0,19.2307692307692,0,2.30769230769231,0,3.5
"54","Amouli",11.7971956939377,"Med","Amouli_5",5,27.2,1.6,0,0,50.4,0,17.6,0,3.2,0,3.73076923076923
"55","Aoa",14.3140650661982,"Med","Aoa_2",2,37.6923076923077,0,2.30769230769231,13.0769230769231,4.61538461538461,0.769230769230769,23.8461538461538,0,16.9230769230769,0.769230769230769,1.30357142857143
"56","Aoa",14.3140650661982,"Med","Aoa_1",1,41.5384615384615,0,4.61538461538461,2.30769230769231,8.46153846153846,1.53846153846154,15.3846153846154,0,25.3846153846154,0,1.15254237288135
"57","Aoa",14.3140650661982,"Med","Aoa_4",4,50.7692307692308,1.53846153846154,0,10.7692307692308,10,0.769230769230769,15.3846153846154,0,9.23076923076923,1.53846153846154,2.96875
"58","Aoa",14.3140650661982,"Med","Aoa_5",5,43.8461538461538,0,0,24.6153846153846,8.46153846153846,0,18.4615384615385,0,4.61538461538461,0,3.33333333333333
"59","Aoa",14.3140650661982,"Med","Aoa_6",6,60.7692307692308,1.53846153846154,0.769230769230769,7.69230769230769,16.1538461538462,0,10.7692307692308,0,2.30769230769231,0,6.1111111111111
"60","Aoa",14.3140650661982,"Med","Aoa_3",3,59.2307692307692,0,0,18.4615384615385,3.84615384615385,0,15.3846153846154,0,2.30769230769231,0.769230769230769,4.65217391304347
"61","Fagaalu",10.4799150323268,"Med","Fagaalu_3",3,11.5384615384615,0,0,0,31.5384615384615,0,54.6153846153846,0,2.30769230769231,0,0.756756756756756
"62","Fagaalu",10.4799150323268,"Med","Fagaalu_1",1,0.769230769230769,0,0,0,32.3076923076923,0,62.3076923076923,0,3.07692307692308,1.53846153846154,0.529411764705882
"63","Fagaalu",10.4799150323268,"Med","Fagaalu_5",5,12.3076923076923,0,0,0,39.2307692307692,0,46.9230769230769,0,1.53846153846154,0,1.06349206349206
"64","Fagaalu",10.4799150323268,"Med","Fagaalu_4",4,11.5384615384615,9.23076923076923,0,0,25.3846153846154,0,48.4615384615385,0,5.38461538461539,0,0.685714285714285
"65","Fagaalu",10.4799150323268,"Med","Fagaalu_6",6,7.69230769230769,1.53846153846154,0,0,26.1538461538462,0,63.0769230769231,0,1.53846153846154,0,0.523809523809524
"66","Fagaalu",10.4799150323268,"Med","Fagaalu_2",2,13.8461538461538,0,0,0,40.7692307692308,0,43.0769230769231,0,2.30769230769231,0,1.20338983050847
"67","Fagaitua",7.06903688744161,"Low","Fagaitua_1",1,44.6153846153846,0.769230769230769,0,1.53846153846154,33.8461538461538,0,14.6153846153846,0,4.61538461538461,0,4.16
"68","Fagaitua",7.06903688744161,"Low","Fagaitua_4",4,41.5384615384615,3.07692307692308,1.53846153846154,5.38461538461539,32.3076923076923,0,13.0769230769231,0,2.30769230769231,0.769230769230769,4.72727272727272
"69","Fagaitua",7.06903688744161,"Low","Fagaitua_5",5,42.3076923076923,0.769230769230769,0.769230769230769,3.84615384615385,35.3846153846154,0,10,0,6.15384615384615,0.769230769230769,4.86363636363637
"70","Fagaitua",7.06903688744161,"Low","Fagaitua_2",2,40.7692307692308,2.30769230769231,2.30769230769231,2.30769230769231,18.4615384615385,0,24.6153846153846,0.769230769230769,6.92307692307692,1.53846153846154,1.86363636363637
"71","Fagaitua",7.06903688744161,"Low","Fagaitua_3",3,40.7692307692308,0,0,6.92307692307692,27.6923076923077,0,14.6153846153846,0,8.46153846153846,1.53846153846154,3.33333333333334
"72","Fagaitua",7.06903688744161,"Low","Fagaitua_6",6,38.4615384615385,0.769230769230769,0,5.38461538461539,32.3076923076923,0,16.9230769230769,0,3.84615384615385,2.30769230769231,3.77777777777778
"73","Fagamalo",11.720132911366,"Med","Fagamalo_5",5,10.7692307692308,0,0,0,41.5384615384615,0,27.6923076923077,0,12.3076923076923,0,1.30769230769231
"74","Fagamalo",11.720132911366,"Med","Fagamalo_6",6,14.6153846153846,0,0.769230769230769,0.769230769230769,34.6153846153846,0,29.2307692307692,0,19.2307692307692,0.769230769230769,1.03125
"75","Fagamalo",11.720132911366,"Med","Fagamalo_1",1,30,0,0,1.53846153846154,25.3846153846154,0,24.6153846153846,0,16.9230769230769,1.53846153846154,1.40740740740741
"76","Fagamalo",11.720132911366,"Med","Fagamalo_3",3,31.5384615384615,0,0,4.61538461538461,23.8461538461538,0.769230769230769,16.1538461538462,0,20,3.07692307692308,1.74468085106383
"77","Fagamalo",11.720132911366,"Med","Fagamalo_4",4,16.9230769230769,0,0,0,42.3076923076923,0,23.0769230769231,0,17.6923076923077,0,1.45283018867924
"78","Fagamalo",11.720132911366,"Med","Fagamalo_2",2,25.3846153846154,0,0,0.769230769230769,26.9230769230769,0,23.0769230769231,0,20.7692307692308,3.07692307692308,1.28070175438596
"79","Fagasa2",16.7674750968887,"High","Fagasa2_5",5,13.8461538461538,0,8.46153846153846,1.53846153846154,35.3846153846154,0,20.7692307692308,0,18.4615384615385,1.53846153846154,1.09677419354839
"80","Fagasa2",16.7674750968887,"High","Fagasa2_6",6,10,0.769230769230769,0,2.30769230769231,42.3076923076923,0,15.3846153846154,0,21.5384615384615,7.69230769230769,1.6875
"81","Fagasa2",16.7674750968887,"High","Fagasa2_3",3,21.5384615384615,0,7.69230769230769,3.07692307692308,13.8461538461538,0,20.7692307692308,0,30.7692307692308,2.30769230769231,0.688311688311686
"82","Fagasa2",16.7674750968887,"High","Fagasa2_4",4,26.1538461538462,3.07692307692308,0.769230769230769,4.61538461538461,13.8461538461538,0,18.4615384615385,0,26.1538461538462,6.92307692307692,1.13559322033898
"83","Fagasa2",16.7674750968887,"High","Fagasa2_1",1,26.9230769230769,0,0,8.46153846153846,10.7692307692308,0,13.8461538461538,0,32.3076923076923,7.69230769230769,1.16666666666667
"84","Fagasa2",16.7674750968887,"High","Fagasa2_2",2,30.7692307692308,0,0,21.5384615384615,9.23076923076923,1.53846153846154,7.69230769230769,0,23.8461538461538,5.38461538461539,2.1219512195122
"85","Fagatele",10.3478133897146,"Med","Fagatele_6",6,32.3076923076923,2.30769230769231,6.92307692307692,0.769230769230769,35.3846153846154,0,20.7692307692308,0,1.53846153846154,0,2.34210526315789
"86","Fagatele",10.3478133897146,"Med","Fagatele_5",5,39.2307692307692,3.07692307692308,3.07692307692308,1.53846153846154,31.5384615384615,0,13.0769230769231,0,5.38461538461539,3.07692307692308,3.49999999999999
"87","Fagatele",10.3478133897146,"Med","Fagatele_4",4,36.1538461538462,3.84615384615385,0.769230769230769,0.769230769230769,30,0,23.8461538461538,0,2.30769230769231,2.30769230769231,2.57142857142858
"88","Fagatele",10.3478133897146,"Med","Fagatele_1",1,40.7692307692308,4.61538461538461,3.07692307692308,0.769230769230769,17.6923076923077,0,19.2307692307692,0.769230769230769,6.92307692307692,6.15384615384615,2.23684210526316
"89","Fagatele",10.3478133897146,"Med","Fagatele_3",3,50,0.769230769230769,0.769230769230769,0,20,0,22.3076923076923,0,4.61538461538461,1.53846153846154,2.58333333333333
"90","Fagatele",10.3478133897146,"Med","Fagatele_2",2,46.9230769230769,0.769230769230769,1.53846153846154,0,24.6153846153846,0,13.0769230769231,0,9.23076923076923,3.84615384615385,3.16129032258064
"91","Laulii",15.5542536939059,"High","Laulii_5",5,17.6923076923077,10.7692307692308,1.53846153846154,5.38461538461539,33.8461538461538,0,25.3846153846154,0,3.84615384615385,1.53846153846154,1.9
"92","Laulii",15.5542536939059,"High","Laulii_6",6,22.3076923076923,25.3846153846154,0.769230769230769,7.69230769230769,24.6153846153846,0,12.3076923076923,0.769230769230769,6.15384615384615,0,2.84
"93","Laulii",15.5542536939059,"High","Laulii_4",4,34.6153846153846,2.30769230769231,0,3.07692307692308,40,1.53846153846154,12.3076923076923,0,6.15384615384615,0,4.20833333333334
"94","Laulii",15.5542536939059,"High","Laulii_3",3,25.3846153846154,6.92307692307692,1.53846153846154,0,38.4615384615385,0,25.3846153846154,0,2.30769230769231,0,2.18421052631579
"95","Laulii",15.5542536939059,"High","Laulii_1",1,16.9230769230769,0,3.07692307692308,6.15384615384615,23.8461538461538,0,46.9230769230769,0,3.07692307692308,0,0.884057971014492
"96","Laulii",15.5542536939059,"High","Laulii_2",2,17.6,4,0.8,2.4,36,0,34.4,0.8,4,0,1.42857142857143
"97","Leone2",8.41455768377193,"Low","Leone2_5",5,42.3076923076923,2.30769230769231,3.84615384615385,0,20,0,14.6153846153846,0,16.9230769230769,0,1.76086956521739
"98","Leone2",8.41455768377193,"Low","Leone2_6",6,38.4615384615385,1.53846153846154,14.6153846153846,0,31.5384615384615,0,12.3076923076923,0,1.53846153846154,0,2.45945945945946
"99","Leone2",8.41455768377193,"Low","Leone2_1",1,50.7692307692308,2.30769230769231,3.84615384615385,0,28.4615384615385,0,13.0769230769231,0,1.53846153846154,0,4.29166666666666
"100","Leone2",8.41455768377193,"Low","Leone2_2",2,44.6153846153846,1.53846153846154,13.0769230769231,0.769230769230769,22.3076923076923,0,11.5384615384615,0,6.15384615384615,0,2.2
"101","Leone2",8.41455768377193,"Low","Leone2_4",4,48.4615384615385,0,6.15384615384615,0,24.6153846153846,0,13.0769230769231,0,5.38461538461539,2.30769230769231,3.0625
"102","Leone2",8.41455768377193,"Low","Leone2_3",3,48.4615384615385,0.769230769230769,12.3076923076923,0,26.1538461538462,0,9.23076923076923,0,3.07692307692308,0,3.03125
"103","Maloata",9.31516442722037,"Low","Maloata_1",1,56.1538461538462,0,0,6.15384615384615,18.4615384615385,0,16.1538461538462,0,3.07692307692308,0,4.19999999999999
"104","Maloata",9.31516442722037,"Low","Maloata_4",4,60.7692307692308,0,0,0,16.1538461538462,0,22.3076923076923,0,0.769230769230769,0,3.33333333333334
"105","Maloata",9.31516442722037,"Low","Maloata_2",2,45.3846153846154,0,0,0.769230769230769,23.8461538461538,0,29.2307692307692,0,0,0.769230769230769,2.42105263157895
"106","Maloata",9.31516442722037,"Low","Maloata_3",3,55.3846153846154,0,0,2.30769230769231,20,0,20.7692307692308,0,1.53846153846154,0,3.48275862068965
"107","Maloata",9.31516442722037,"Low","Maloata_5",5,62.3076923076923,0,0,0,26.1538461538462,0,10.7692307692308,0,0.769230769230769,0,7.66666666666665
"108","Maloata",9.31516442722037,"Low","Maloata_6",6,68.4615384615385,0,0,0,18.4615384615385,0,12.3076923076923,0,0.769230769230769,0,6.64705882352942
"109","Masausi",8.19680947997592,"Low","Masausi_5",5,36.9230769230769,0,0,1.53846153846154,16.1538461538462,0,39.2307692307692,0,2.30769230769231,3.84615384615385,1.40740740740741
"110","Masausi",8.19680947997592,"Low","Masausi_1",1,48.4615384615385,1.53846153846154,0,0.769230769230769,13.8461538461538,0,20.7692307692308,0,13.8461538461538,0.769230769230769,1.84444444444445
"111","Masausi",8.19680947997592,"Low","Masausi_2",2,46.1538461538462,0,0,2.30769230769231,16.1538461538462,0,29.2307692307692,0,3.07692307692308,3.07692307692308,2.0952380952381
"112","Masausi",8.19680947997592,"Low","Masausi_3",3,50,0,0,1.53846153846154,13.0769230769231,0,32.3076923076923,0,3.07692307692308,0,1.82608695652174
"113","Masausi",8.19680947997592,"Low","Masausi_6",6,48.4615384615385,0,0,3.84615384615385,10.7692307692308,0,29.2307692307692,0,3.84615384615385,3.84615384615385,2.02325581395349
"114","Masausi",8.19680947997592,"Low","Masausi_4",4,38.4615384615385,0,0,2.30769230769231,19.2307692307692,0,32.3076923076923,0,5.38461538461539,1.53846153846154,1.63265306122449
"115","Masefau",14.9893088340912,"High","Masefau_6",6,0.769230769230769,0,0,20,0,30,11.5384615384615,15.3846153846154,15.3846153846154,6.92307692307692,1.02857142857143
"116","Masefau",14.9893088340912,"High","Masefau_3",3,0.769230769230769,0,0,10.7692307692308,6.15384615384615,8.46153846153846,11.5384615384615,25.3846153846154,20,16.9230769230769,1.09756097560976
"117","Masefau",14.9893088340912,"High","Masefau_4",4,4.8,0,0,8,0,24.8,4,7.2,41.6,9.6,0.491228070175439
"118","Masefau",14.9893088340912,"High","Masefau_1",1,8.46153846153846,0,0,16.1538461538462,0.769230769230769,9.23076923076923,11.5384615384615,6.15384615384615,27.6923076923077,20,1.15686274509804
"119","Masefau",14.9893088340912,"High","Masefau_2",2,6.92307692307692,0.769230769230769,1.53846153846154,14.6153846153846,1.53846153846154,13.0769230769231,8.46153846153846,8.46153846153846,35.3846153846154,9.23076923076923,0.71186440677966
"120","Masefau",14.9893088340912,"High","Masefau_5",5,4.61538461538461,0,0,16.9230769230769,0,14.6153846153846,3.07692307692308,13.8461538461538,36.9230769230769,10,0.788461538461538
"121","Matuu",12.4091859289867,"Med","Matuu_4",4,21.5384615384615,2.30769230769231,4.61538461538461,3.07692307692308,17.6923076923077,0,33.0769230769231,3.07692307692308,13.8461538461538,0.769230769230769,0.835820895522388
"122","Matuu",12.4091859289867,"Med","Matuu_3",3,15.3846153846154,0.769230769230769,6.15384615384615,0,40,2.30769230769231,18.4615384615385,12.3076923076923,4.61538461538461,0,1.89473684210526
"123","Matuu",12.4091859289867,"Med","Matuu_2",2,27.6923076923077,2.30769230769231,3.84615384615385,1.53846153846154,30.7692307692308,0,24.6153846153846,2.30769230769231,5.38461538461539,1.53846153846154,1.81818181818182
"124","Matuu",12.4091859289867,"Med","Matuu_1",1,26.1538461538462,1.53846153846154,1.53846153846154,6.15384615384615,32.3076923076923,0.769230769230769,29.2307692307692,0,2.30769230769231,0,1.95348837209303
"125","Matuu",12.4091859289867,"Med","Matuu_6",6,21.5384615384615,7.69230769230769,3.07692307692308,0.769230769230769,40,0,23.8461538461538,0,2.30769230769231,0.769230769230769,2.15789473684211
"126","Matuu",12.4091859289867,"Med","Matuu_5",5,16.9230769230769,1.53846153846154,1.53846153846154,0,36.1538461538462,0,40,0,1.53846153846154,2.30769230769231,1.28571428571429
"127","Nua",13.3702393360944,"Med","Nua_6",6,32.3076923076923,0.769230769230769,18.4615384615385,2.30769230769231,14.6153846153846,0,16.1538461538462,1.53846153846154,10,3.84615384615385,1.18965517241379
"128","Nua",13.3702393360944,"Med","Nua_1",1,22.3076923076923,0.769230769230769,33.8461538461538,0,17.6923076923077,0,14.6153846153846,0,10.7692307692308,0,0.675324675324676
"129","Nua",13.3702393360944,"Med","Nua_5",5,20.7692307692308,0,12.3076923076923,0,30.7692307692308,0,13.8461538461538,0,20,2.30769230769231,1.16666666666667
"130","Nua",13.3702393360944,"Med","Nua_4",4,20.7692307692308,1.53846153846154,22.3076923076923,0,18.4615384615385,0,25.3846153846154,0,6.15384615384615,5.38461538461539,0.82857142857143
"131","Nua",13.3702393360944,"Med","Nua_3",3,31.5384615384615,1.53846153846154,21.5384615384615,0,6.92307692307692,1.53846153846154,17.6923076923077,0,19.2307692307692,0,0.657894736842105
"132","Nua",13.3702393360944,"Med","Nua_2",2,27.6923076923077,0.769230769230769,23.0769230769231,0,6.15384615384615,0,18.4615384615385,0,23.0769230769231,0,0.523809523809523
"133","Nuuuli",9.93782345223413,"Med","Nuuuli_3",3,4.61538461538461,0.769230769230769,21.5384615384615,0,38.4615384615385,0,32.3076923076923,0,2.30769230769231,0,0.767123287671234
"134","Nuuuli",9.93782345223413,"Med","Nuuuli_4",4,12.3076923076923,1.53846153846154,25.3846153846154,0,32.3076923076923,0,26.1538461538462,0,2.30769230769231,0,0.828571428571427
"135","Nuuuli",9.93782345223413,"Med","Nuuuli_5",5,6.92307692307692,0,20,0,38.4615384615385,0,32.3076923076923,0,2.30769230769231,0,0.830985915492958
"136","Nuuuli",9.93782345223413,"Med","Nuuuli_1",1,13.8461538461538,4.61538461538461,13.0769230769231,0,44.6153846153846,0,20.7692307692308,0,3.07692307692308,0,1.58333333333333
"137","Nuuuli",9.93782345223413,"Med","Nuuuli_6",6,3.84615384615385,22.3076923076923,22.3076923076923,0,24.6153846153846,0,23.8461538461538,0,3.07692307692308,0,0.578125
"138","Nuuuli",9.93782345223413,"Med","Nuuuli_2",2,5.38461538461539,1.53846153846154,21.5384615384615,0,38.4615384615385,0,29.2307692307692,0,3.84615384615385,0,0.802816901408453
"139","Oa",6.33602784788506,"Low","Oa_4",4,57.6923076923077,0,0,3.84615384615385,13.0769230769231,0,13.0769230769231,0,12.3076923076923,0,2.93939393939394
"140","Oa",6.33602784788506,"Low","Oa_1",1,58.4615384615385,2.30769230769231,0.769230769230769,0,13.0769230769231,2.30769230769231,9.23076923076923,0,13.8461538461538,0,3.00000000000001
"141","Oa",6.33602784788506,"Low","Oa_2",2,60,0,0.769230769230769,0,16.9230769230769,0,6.15384615384615,1.53846153846154,13.8461538461538,0.769230769230769,3.74074074074075
"142","Oa",6.33602784788506,"Low","Oa_3",3,58.4615384615385,6.15384615384615,0.769230769230769,0,19.2307692307692,0,3.84615384615385,0,11.5384615384615,0,4.80952380952382
"143","Oa",6.33602784788506,"Low","Oa_5",5,56,0.8,0.8,0,15.2,0,9.6,0,17.6,0,2.54285714285714
"144","Oa",6.33602784788506,"Low","Oa_6",6,69.2307692307692,0,0.769230769230769,0,10.7692307692308,0,6.15384615384615,0,13.0769230769231,0,4
"145","Poloa",8.73235265676751,"Low","Poloa_4",4,44.6153846153846,0,0,0,32.3076923076923,0,20,0,3.07692307692308,0,3.33333333333333
"146","Poloa",8.73235265676751,"Low","Poloa_3",3,34.6153846153846,0,0,0,40.7692307692308,0,20,0,4.61538461538461,0,3.0625
"147","Poloa",8.73235265676751,"Low","Poloa_2",2,39.2307692307692,0,0.769230769230769,0,40,0,16.1538461538462,0,3.84615384615385,0,3.8148148148148
"148","Poloa",8.73235265676751,"Low","Poloa_6",6,35.3846153846154,0,0,0,40,0,16.9230769230769,0,7.69230769230769,0,3.0625
"149","Poloa",8.73235265676751,"Low","Poloa_1",1,52.3076923076923,0,0,0,30,0,11.5384615384615,0,6.15384615384615,0,4.65217391304349
"150","Poloa",8.73235265676751,"Low","Poloa_5",5,50,0,0,0,28.4615384615385,0,16.9230769230769,0,4.61538461538461,0,3.64285714285715
"151","Sita",9.45196027916836,"Med","Sita_5",5,25.3846153846154,1.53846153846154,0.769230769230769,0.769230769230769,31.5384615384615,0,20.7692307692308,0,10.7692307692308,8.46153846153846,2.04761904761904
