"","dispersion","CORAL","OI","MA_noHALI","BCA","CCA","SAND","FCA","RUB","TURF","HALI"
"1","High",17.0681318681319,2.2021978021978,3.76117216117216,5.85347985347985,18.5692307692308,4.34578754578755,23.6087912087912,2.60805860805861,17.8336996336996,4.14945054945055
"2","Low",49.8996336996337,0.751648351648352,1.52161172161172,1.26373626373626,22.6571428571429,0.054945054945055,17.4959706959707,0.054945054945055,5.42051282051282,0.861538461538462
"3","Med",29.0384615384615,3.84688644688645,4.87326007326007,2.66153846153846,25.267032967033,0.375457875457876,22.5457875457876,0.238095238095238,8.0974358974359,2.92783882783883
